SP ID	Source	EgoNetworksCombined	Wikipedia URL	EE ID	Full Name	Full Name Reversed	Particule?	Occupation	Political rank	Military rank	Relationships	Aristo title	Clerical title	Knowledge Network	Social Network	Professional Network	Religious Network	Academies	Royal Academy	Institut de France	Academy_single	Academiy_single_provincial	Salons	Encyclopedistes	Freemason	Jacobin	Société des Trente	Lodge	GenderGroup	Nationality	Birth Date	Birth Year	Death Date	Death Year	Birth City	Birth Country	Death City	Death Country	LockeNet	ASmithNet	VoltaireNet	RousseauNet	D'AlembertNet	HumeNet	BenthamNet	Column6	Wikipedia Image Link	VIAF ID	VIAF URL	RecipientLetterCount by EE ID	AuthorLetterCount by EE ID	Total Letters	CNRS-D ID
1578	SP	Stael			General d'Arblay		Yes								"Military, Nobility"								Stael						Male	French																		45493983					
1579	SP	Stael			Pertosa																		"Stael_Chaumont, Stael_Tours, Stael_Blois"						Male	German?																							
1580	SP	Stael			Fanny Randall																		"Stael_Chaumont, Stael_Tours, Stael_Blois"						Female	English?		1777		1833														259797369	"https://viaf.org/viaf/259797369/#Randall,_Frances_1777-1833"				
1581	SP	Stael	http://en.wikipedia.org/wiki/Adelbert_von_Chamisso		Adelbert von Chamisso		Yes	Botanist						"Sciences_Natural, Letters_Literary"	Nobility	Artist							"Stael_Chaumont, Stael_Tours, Stael_Blois"						Male	German	1781-01-30	1781	1838-08-21	1838	Champagne	France	Berlin	Germany										4927907	https://viaf.org/viaf/4927907/				
1582	SP	Stael	"http://en.wikipedia.org/wiki/Amable_Guillaume_Prosper_Brugière,_baron_de_Barante"		"Amable Guillaume Prosper Brugière, baron de Barante"			"lawyer, politician"				baron		Letters_Literary	"Nobility, Government"								Stael_Coppet						Male	French	1782-06-10	1782	1866-11-22	1866		France												24699301	https://viaf.org/viaf/24699301/				
1583	SP	Stael	http://en.wikipedia.org/wiki/Lord_Byron		Lord Byron			"poet, politician"				lord		Letters	"Nobility, Elite, Government"								Stael_Coppet						Male	English	1/22/1788	1788	4/19/1824	1824	London	England	Missolonghi	Greece									http://upload.wikimedia.org/wikipedia/commons/d/d4/Byron_1824.jpg						
1584	SP	Stael	http://en.wikipedia.org/wiki/George_Ticknor		George Ticknor									Letters_Literary		Education							Stael_Coppet						Male	American	8/1/1791	1791	1/26/1871	1871	Boston	United States	Boston	United States										49449928	https://viaf.org/viaf/49449928/				
1585	SP	Stael	http://en.wikipedia.org/wiki/Albert_Jean_Michel_de_Rocca		Albert Jean Michel de Rocca		Yes							Letters	Military								"Stael_Coppet, Stael_Chaumont, Stael_Tours, Stael_Blois"						Male	French?	1788	1788	1818-01-31	1818														107596338	https://viaf.org/viaf/107596338/				
1586	SP	Stael			d'Altona		Yes																"Stael_Coppet, Stael_Paris"																														
1587	SP	Stael			comte de Sabrun										Nobility								"Stael_Coppet, Stael_Paris"																														
1588	SP	Stael	"http://en.wikipedia.org/wiki/Louis,_comte_de_Narbonne-Lara"		Vicomte Louis de Narbonne		Yes	"aristocrat, soldier, diplomat"				vicomte			"Nobility, Military, Government, Elite, Court"								Stael_Paris						Male	French	8/23/1755	1755	11/17/1813	1813	Colorno	Italy	Torgau	Germany															
1589	SP	Stael	http://en.wikipedia.org/wiki/Mathieu_de_Montmorency		Mathieu de Montmorency		Yes	"politician, minister, soldier, academy member"		Maréchal de camp		duc			"Nobility, Military, Government, Elite"								Stael_Paris						Male	French	1767-07-10		1826-03-24		Paris	France												66610110					
1590	SP	Stael	http://en.wikipedia.org/wiki/Antoine_Barnave		Antoine Barnave									Political Economy	Government								Stael_Paris						Male	French	1761-10-22		1793-11-29		Grenoble	France	Paris	France										19692088	https://viaf.org/viaf/19692088/				
1591	SP	Stael	"https://en.wikipedia.org/wiki/Alexandre-Th%C3%A9odore-Victor,_comte_de_Lameth"		"Alexandre-Théodore-Victor, comte de Lameth"							"comte, baron"			"Military, Elite, Nobility"								Stael_Paris						Male	French		1756		1829	Paris	France	Paris	France										41993594					
1592	SP	Stael	"http://en.wikipedia.org/wiki/Laure_Junot,_Duchess_of_Abrantes"		Madame Junot									Letters_Literary	"Nobility, Elite"								Stael_Paris						Female	French	11/6/1784		6/7/1838															56621157	https://viaf.org/viaf/56621157/				
1593	SP	Stael	http://en.wikipedia.org/wiki/Charles_Malo_François_Lameth		Charles Malo François Lameth			politician							"Military, Elite, Court, Nobility"								Stael_Paris						Male	French	1757-10-05	1757	1832-12-28	1832	Paris	France		France										29642777	https://viaf.org/viaf/29642777/				
1594	SP	Stael	http://en.wikipedia.org/wiki/François_Barbé-Marbois		François Barbé-Marbois									"Letters_Literary, Political Economy"	Government	Education							Stael_Paris						Male	French	1745-01-31	1745	1837-02-12	1837	Metz		Paris	France										9958036	https://viaf.org/viaf/9958036/				
1595	SP	Stael			Garot			Singer								Artist							Stael_Paris						Male	French																							
1596	SP	Stael	http://en.wikipedia.org/wiki/Madame_de_Krudener		Barbara von Krüdener		Yes	Writer							"Nobility, Elite"								Stael_Paris						Female	German	1764-11-22	1764	1824-12-25	1824	Riga		Bilohirsk																
1597	SP	Stael	http://en.wikipedia.org/wiki/Anne-Adrien-Pierre_de_Montmorency-Laval		Anne-Adrien-Pierre de Montmorency-Laval		Yes								"Government, Nobility, Elite"								Stael_Paris						Male	French	1768-10-29	1768	1837-06-16	1837	Paris	France	Paris	France										281994258					
1598	SP	Stael	http://en.wikipedia.org/wiki/Gabriel-Marie_Legouvé		Gabriel-Marie Legouvé									Letters_Literary		Artist		French Academy					Stael_Paris						Male	French	1764-06-23	1764	1812-08-30	1812	Paris	France	Paris	France										22144686	https://viaf.org/viaf/22144686/				
1599	SP	Stael	https://en.wikipedia.org/wiki/Michel-Louis-%C3%89tienne_Regnaud_de_Saint-Jean_d%27Ang%C3%A9ly		Michel-Louis-Étienne Regnaud de Saint-Jean d'Angély		Yes								"Government, Elite"	Legal							Stael_Paris						Male	French																							
1600	SP	Stael	https://fr.wikipedia.org/wiki/Camille_Jordan_(1771-1821)		Camille Jordan			"politician, writer, professor, academy member"															Stael_Paris						Male	French	5/19/1771	1771	5/19/1821	1821	Lyon	France	Paris	France									https://upload.wikimedia.org/wikipedia/commons/4/45/Camille_Jordan_%28politicien%29.png	64153583	http://viaf.org/viaf/64153583				
1601	SP	Stael	http://en.wikipedia.org/wiki/François_Andrieux		François Andrieux	"Andrieux, François"		"man of letters, playwright"						Letters_Literary		"Legal, Cultural, Education"		French Academy					Stael_Paris			Yes			Male	French	5/6/1759	1759	5/10/1833			France		France										2465625	https://viaf.org/viaf/2465625/				
1602	SP	Stael	http://en.wikipedia.org/wiki/Dominique-Georges-Frédéric_Dufour_de_Pradt		Dominique-Georges-Frédéric Dufour de Pradt		Yes	"clergy, diplomat"						Letters_Literary	"Nobility, Elite"		Catholic_Clergy						Stael_Paris						Male	French	4/23/1759		1837-03-18		Allanche		Auvergne	France										54152922	https://viaf.org/viaf/54152922/				
1603	SP	Stael	https://en.wikipedia.org/wiki/Joseph_Fouch%C3%A9		Joseph Fouché	"Fouché, Joseph, duc d'Otrante"						duc			"Government, Nobility, Elite"								Stael_Paris						Male	French	5/21/1759	1759	12/26/1820	1820	Le Pellerin	France	Trieste	Italy									https://upload.wikimedia.org/wikipedia/commons/0/01/Fouch%C3%A9_Joseph_Duke_of_Otranto.jpg	32060105	http://viaf.org/viaf/32060105				
1604	SP	Stael	https://en.wikipedia.org/wiki/Joseph_Bonaparte		Joseph Bonaparte			monarch	monarch						"Elite, Government, Military, Court"								Stael_Paris						Male	French	1768-01-07	1768	1844-07-28	1844	"Corte, Haute-Corse"	Corsica	Florence	Italy									https://upload.wikimedia.org/wikipedia/commons/2/25/King_Joseph_I_of_Spain.jpg	54244826	https://viaf.org/viaf/54244826				
1605	SP	Stael	https://en.wikipedia.org/wiki/Antoine_Destutt_de_Tracy		Antoine Destutt de Tracy		Yes	"philosopher, general, politician, academy member"		général		marquis			"Nobility, Elite, Military, Government"			"French Academy, Académie des sciences morales et politiques"					Stael_Paris						Male	French	1754-07-20	1754	1836-03-09	1836	Paris	France	Paris										https://upload.wikimedia.org/wikipedia/commons/c/cc/Destutt_de_Tracy.jpg	14781008	http://viaf.org/viaf/14781008				
1606	SP	Stael			"Joseph Marie, baron de Gérando"		Yes	philosopher						Letters_Philosophical	"Nobility, Elite"								Stael_Paris						Male	French	1772-02-29	1772	1842-11-10	1842	Lyon	France	Paris																
1607	SP	Stael			"Paul François Jean Nicolas, vicomte de Barras"										"Nobility, Elite"								Stael_Paris						Male	French	1755-06-30	1755	1829-01-29	1829	Fox-Amphoux	France	Trocadéro																
1608	SP	Stael	https://en.wikipedia.org/wiki/Emmanuel_Joseph_Siey%C3%A8s		Emmanuel Joseph Sieyès	"Sieyès, Emmanuel Joseph, comte"		"politician, writer, academy member"				comte			"Government, Nobility"		Catholic_Clergy	"French Academy, Académie des sciences morales et politiques"					Stael_Paris						Male	French	1748-05-03	1746	1836-06-20	1836	Fréjus	France	Paris	France									https://upload.wikimedia.org/wikipedia/commons/5/59/Emmanuel_Joseph_Siey%C3%A8s_-_crop.jpg	59101071	http://viaf.org/viaf/59101071				
1609	SP	Stael	https://en.wikipedia.org/wiki/Charles_XIV_John_of_Sweden		Charles XIV John of Sweden	"Karl XIV Johan, kung av Sverige och Norge"		"monarch, military officer, academy member"		maréchal de France					"Government, Military, Court, Nobility"			Royal Swedish Academy of Sciences					Stael_Paris						Male	French	1763-01-26	1763	1844-03-08	1844	"Pau, Pyrénées-Atlantiques"	France	Stockholm	Sweden											73959251				
1610	SP	Stael			Murat																		Stael_Paris						Male	French																							
1611	SP	Stael	"http://en.wikipedia.org/wiki/Alexandre-Théodore-Victor,_comte_de_Lameth"		"Alexandre-Théodore-Victor, comte de Lameth"			"soldier, politician"				comte			"Military, Elite, Nobility"								Stael_Paris			Yes			Male	French	1760-10-20		1829-03-18	1854	Paris		Paris											69040219	https://viaf.org/viaf/69040219/				
1612	SP	Stael	http://en.wikipedia.org/wiki/Jacques_Pierre_Brissot		Jean-Paul Brissot de Warville		Yes	"journalist, revolutionary politician, writer"						Letters				American Academy of Arts and Sciences					Stael_Paris			Yes			Male	French																		64002647	https://viaf.org/viaf/64002647/				
1613	SP	Stael	https://en.wikipedia.org/wiki/Lucien_Bonaparte		Lucien Bonaparte	"Bonaparte, Lucien, prince de Canino"		monarch	monarch						"Elite, Government, Military, Court"								Stael_Paris			Yes			Male	French	1775-05-21	1775	1840-06-29	1840	Ajaccio	Corsica	Viterbo										https://upload.wikimedia.org/wikipedia/commons/9/93/Fabre_-_Lucien_Bonaparte.jpg	46869293	http://viaf.org/viaf/46869293				
1614	SP	Stael	http://en.wikipedia.org/wiki/Juliette_Récamier		Juliette Récamier			"salonnière, hostess"						Letters	Elite								"Stael_Paris, Stael_Coppet"						Female	French	1777-12-04	1777	1849-05-11	1856	Lyon	France	Paris	France										36967757	https://viaf.org/viaf/36967757/				
1615	SP	Stael	http://en.wikipedia.org/wiki/Jean_Charles_Léonard_de_Sismondi		Jean Charles Léonard de Sismondi		Yes	"economist, writer"						"Letters_Literary, Political Economy"	Elite								"Stael_Paris, Stael_Coppet"						Male	Swiss	1773-05-09	1773	1842-06-25	1842	Geneva		Geneva	Switzerland										95159682	https://viaf.org/viaf/95159682/				
1616	SP	Stael	http://en.wikipedia.org/wiki/Prince_Augustus_Ferdinand_of_Prussia		Prince Augustus Ferdinand of Prussia							prince			"Nobility, Elite, Military, Court"								"Stael_Paris, Stael_Coppet"						Male	German	1730-05-23	1730	1813-05-02	1813	Berlin		Berlin	Germany															
1617	SP	Stael	http://en.wikipedia.org/wiki/John_Izard_Middleton		John Izard Middleton	"Middleton, John Izard"		"painter, draftsman"						Letters_Antiquarian	Elite	"Artist, Architecture, Archaeology"							"Stael_Paris, Stael_Coppet"						Male	American		1785		1849	Charleston	United Stated	Paris	France										62436006	http://viaf.org/viaf/62436006				
1618	SP	Stael			Baron von Vogt		Yes					baron			Nobility								"Stael_Paris, Stael_Coppet"						Male	German?																							
1619	SP	Stael			Baron Balk							baron			Nobility								"Stael_Paris, Stael_Coppet"						Male	German?																							
1620	SP	Stael			Prince Tuffiakin							prince			"Nobility, Elite, Court"								"Stael_Paris, Stael_Coppet"						Male	Russian?																							
1621	SP	Stael	http://en.wikipedia.org/wiki/François_Guizot		François Guizot			politician						"Political Economy, Letters_Literary"	"Elite, Government"								"Stael_Paris, Stael_Coppet"						Male	French	1787-10-04	1787	1874-09-12	1874	Nîmes	France	Saint-Ouen-le-Pin	France										29600143	https://viaf.org/viaf/29600143/				
1622	SP	Stael	http://en.wikipedia.org/wiki/Princess_Dorothea_of_Courland		Princess Dorothea of Courland		Yes					princess			"Elite, Nobility, Court"								"Stael_Paris, Stael_Coppet"						Female	German	1793-08-21	1793	1862-09-19	1862			_aga_																
1623	SP	Stael	http://en.wikipedia.org/wiki/Barbara_von_Krüdener		Mme de Krudener		Yes	"salonnière, hostess"				baronne			"Nobility, Elite"								"Stael_Paris, Stael_Coppet"						Female	Latvian	11/22/1764	1764	12/25/1824	1824	Riga																		
1624	SP	Stael	http://en.wikipedia.org/wiki/Viktor_Kochubey		Viktor Kochubey										"Government, Elite"								"Stael_Paris, Stael_Coppet"						Male	Russian	1768-11-22	1768	1834-06-15	1834	Dykanka	Russia	Moscow	Russia															
1625	SP	Stael	http://en.wikipedia.org/wiki/Christian_Friedrich_Tieck		Christian Friedrich Tieck											"Artist, Education"							"Stael_Paris, Stael_Coppet"						Male	German	1776-08-14	1776	1851-05-24	1851	Berlin	Germany	Berlin	Germany										54944003	https://viaf.org/viaf/54944003/				
1626	SP	Stael	http://en.wikipedia.org/wiki/Zacharias_Werner		Zacharias Werner									Letters_Literary	Government	"Artist, Cultural"	Clergy						"Stael_Paris, Stael_Coppet"						Male	German	1768-11-18	1768	1823-01-17	1823	Königsberg	Germany	Vienna	Austria										2565254	https://viaf.org/viaf/2565254/				
1627	SP	Stael	http://en.wikipedia.org/wiki/Adam_Oehlenschläger		Adam Oehlenschläger			"playwright, poet"						Letters_Literary		Cultural							"Stael_Paris, Stael_Coppet"						Male	Danish	1779-11-14	1779	1850-01-20	1850	Vesterbro		Copenhagen	Denmark										27105324	https://viaf.org/viaf/27105324/				
1628	SP	Stael	http://en.wikipedia.org/wiki/August_Wilhelm_Schlegel		Auguste Wilhelm Schlegel									Letters_Literary	Elite								"Stael_Paris, Stael_Coppet, Stael_Coppet, Stael_Paris"						Male	German	9/8/1767	1767	5/12/1845	1845														59123443	https://viaf.org/viaf/59123443/				
1629	SP	Stael	http://en.wikipedia.org/wiki/Alexander_I_of_Russia		Alexander I of Russia			monarch							"Nobility, Elite, Government"								Stael_Paris2						Male	Russian	1777-12-23	1777	1825-12-01	1825	Saint Petersburg	Russia	Taganrog	Russia															
1630	SP	Stael	"http://en.wikipedia.org/wiki/Arthur_Wellesley,_1st_Duke_of_Wellington"		"Arthur Wellesley, 1st Duke of Wellington"			"general, diplomat"				duke			"Nobility, Elite, Government, Military"								Stael_Paris2						Male	English	1769-05-01	1769	1852-09-14	1852	Dublin	Ireland	Walmer	Germany										2465308	https://viaf.org/viaf/2465308/				
1631	SP	Stanislas	http://en.wikipedia.org/wiki/Louise_Adélaïde_de_Bourbon_(1696–1750)		Louise-Adélaïde de Bourbon-Conti La Roche-sur-Yon	"La Roche-sur-Yon, Louise-Adélaïde de Bourbon-Conti"	Yes	"aristocrat, daughter of the Grand-Conti"							"Nobility, Elite"								Stanislas						Female	French	11/2/1696	1696	11/20/1750	1750	Paris	France	Paris	France															
1632	EE	Tencin	http://en.wikipedia.org/wiki/Matthew_Prior	priormatth003698	Matthew Prior	"Prior, Matthew"		"diplomat,politician,poet,author"	diplomat					Letters_Literary	Government	Artist		Royal Society					Tencin						Male	English	1664-00-00	1664	1721-00-00	1721	Middlesex	England	London	England	 	 	 	 	 	 	 		http://upload.wikimedia.org/wikipedia/commons/0/08/Matthew_Prior_by_Thomas_Hudson.jpg	68976517	http://viaf.org/68976517	5	13	18	
1633	EE	Tencin	http://en.wikipedia.org/wiki/Martin_Folkes	folkemarti024321	Martin Folkes [ffolkes]	"Folkes, Martin [ffolkes]"		"academy member,scientist,antiquarian"						"Letters_Antiquarian, Sciences"				"French Academy, Royal Society"					Tencin						Male	English	10/29/1690	1690	6/28/1754	1754	London	England	London	England	 	 	 	 	 	 	 			25477557	https://viaf.org/viaf/25477557/	0	0	0	
1634	EE	"Voltaire, Tencin"	"http://en.wikipedia.org/wiki/Philip_Stanhope,_4th_Earl_of_Chesterfield"	stanhphili003223	"Philip Dormer Stanhope, 4th earl of Chesterfield"	"Stanhope, Philip Dormer, 4th earl of Chesterfield"		"diplomat,politician"	diplomat					Letters	"Elite, Government"								Tencin						Male	English	9/22/1694	1694	3/24/1773	1773		England			 	 	Voltaire	 	 	 	 		http://upload.wikimedia.org/wikipedia/commons/0/0a/Philip_Stanhope%2C_4th_Earl_of_Chesterfield.PNG	73862914	http://viaf.org/73862914	8	138	146	
1635	EE	"Voltaire, Tencin"	http://en.wikipedia.org/wiki/Michel-Celse-Roger_de_Bussy-Rabutin	rabutmiche001169	"Michel Celse Roger de Rabutin, comte de Bussy"	"Rabutin, Michel Celse Roger de, comte de Bussy"	Yes	churchman				comte			Nobility	Cultural	Catholic_Clergy	French Academy	Yes		Yes		Tencin						Male	French	1669-00-00	1669	11/3/1736	1736		France			 	 	Voltaire	 	 	 	 			19671536	http://viaf.org/19671536	1	0	1	
1636	EE	Tencin	http://en.wikipedia.org/wiki/Pierre_Gu%C3%A9rin_de_Tencin	gueripierr001851	"Pierre Guérin, cardinal de Tencin"	"Guérin, Pierre, cardinal de Tencin"	Yes	"statesman,churchman"	minister				cardinal		"Elite, Nobility, Government"		Catholic_High-ranking officials						Tencin						Male	French	8/22/1679	1679	3/2/1758	1758					 	 	 	 	 	 	 		http://upload.wikimedia.org/wikipedia/commons/0/05/Pierre-Paul_Gu%C3%A9rin_Cardinal_De_Tencin_%28archev%C3%AAque_de_Lyon%29.jpg	64134252	http://viaf.org/64134252	0	1	1	
1637	EE	"Voltaire, Tencin"	http://en.wikipedia.org/wiki/Louis_Racine	racinlouis002914	Louis Racine	"Racine, Louis"		"poet,author"						Letters_Literary				"Academy of Inscriptions, Academy of La Rochelle, Academy of Lyon"	Yes				Tencin						Male	French	1692-00-00	1692	1763-00-00	1763		France		unknown	 	 	Voltaire	 	 	 	 			39387234	http://viaf.org/39387234	8	1	9	
1638	EE	Tencin	http://en.wikipedia.org/wiki/Jean_Astruc	astrujeanf000121	Jean François Antoine Astruc	"Astruc, Jean François Antoine"		judge	judge						Government	Legal							Tencin						Male	French	1695-00-00	1695	4/5/1780	1780	Labruguière	France	Labruguière	France	 	 	 	 	 	 	 		http://upload.wikimedia.org/wikipedia/commons/7/7d/Jean_Astruc_02.jpg	14869401	http://viaf.org/viaf/14869401/	0	0	0	
1639	EE	"Voltaire, Rousseau, Tencin"	http://en.wikipedia.org/wiki/Nicolas-Charles-Joseph_Trublet	trublnicol003364	Nicolas Charles Joseph Trublet	"Trublet, Nicolas Charles Joseph"		academy member						Letters_Literary			Clergy	French Academy	Yes		Yes		Tencin						Male	French	12/4/1697	1697	3/14/1770	1770	Saint-Malo	France	Saint-Malo	France	 	 	Voltaire	Rousseau	 	 	 			29634573	http://viaf.org/29634573	7	29	36	
1640	EE	"Voltaire, Tencin"	http://en.wikipedia.org/wiki/Louise_Julie_de_Mailly	neslelouis001143	"Louise Julie de Mailly-Nesle, comtesse de Mailly"	"Mailly-Nesle, Louise Julie de, comtesse de Mailly"	Yes	"mistress,aristocrat"				comtesse		Letters	"Court, Nobility, Elite"								Tencin						Female	French	1710-00-00	1710	3/5/1751	1751		France	Paris	France	 	 	Voltaire	 	 	 	 		http://upload.wikimedia.org/wikipedia/commons/c/c7/Portrait_of_a_Lady%2C_said_to_be_Louise_Julie_de_Nesle%2C_Comtesse_de_Mailly_by_Alexis_Grimou.jpg	43415328	http://viaf.org/viaf/43415328/	1	0	1	
1641	EE	"Voltaire, Rousseau, Tencin"	http://en.wikipedia.org/wiki/Madame_de_Pompadour	lenorjeann002264	"Jeanne Antoinette Le Normant d'Etioles, marquise de Pompadour"	"Le Normant d'Etioles, Jeanne Antoinette, marquise de Pompadour"	Yes	mistress				marquise			"Elite, Court, Government, Nobility"								Tencin						Female	French	1721-00-00	1721	1764-00-00	1764	Paris	France	Versailles	France	 	 	Voltaire	Rousseau	 	 	 		upload.wikimedia.org/wikipedia/commons/thumb/7/70/Carle_Vanloo%2C_La_Marquise_de_Pompadour_en_jardini%C3%A8re_%28vers_1754%E2%80%931755%29.jpg/220px-Carle_Vanloo%2C_La_Marquise_de_Pompadour_en_jardini%C3%A8re_%28vers_1754%E2%80%931755%29.jpg	56628259	http://viaf.org/56628259	10	11	21	
1642	SP	Tencin	"http://en.wikipedia.org/wiki/Charles_René_Dominique_Sochet,_Chevalier_Destouches"		"Charles René Dominique Sochet, Chevalier Destouches"	"Sochet, Charles René Dominique, Chevalier Destouches"		writer				chevalier			Military	Maritime							Tencin_Honore						Male	French	1727-10-07	1727	1794	1794														26272115	https://viaf.org/viaf/26272115/				
1643	SP	Tencin			comte de Nocé	"Nocé, comte de"		"aristocrat, best friend of the Regent"				comte			"Nobility, Elite, Court"								Tencin_Honore						Male	French																							
1644	SP	Tencin			Mme du Tort	"Tort, Mme du"	Yes	"aristocrat, sister of the comte de Nocé"							"Nobility, Elite"								Tencin_Honore						Female	French																							
1645	SP	Tencin	"http://en.wikipedia.org/wiki/John_Dalrymple,_2nd_Earl_of_Stair"		"John Dalrymple, 2nd Earl of Stair"	"Dalrymple, John, 2nd Earl of Stair"		"aristocrat, field marshal, diplomat"		field marshal		earl			"Military, Nobility, Elite"								Tencin_Honore						Male	Scottish																		23193709	https://viaf.org/viaf/23193709/				
1646	SP	Tencin	http://en.wikipedia.org/wiki/Luke_Schaub		Luke Schaub	"Schaub, Luke"		diplomat				"chevalier, Sir"			"Government, Nobility, Elite"								Tencin_Honore						Male	English	1690	1690	1758	1758	Basel	Switzerland	London	England										51585949	https://viaf.org/viaf/51585949/				
1647	SP	Tencin			comte Hoym	"Hoym, comte"		aristocrat				comte			Nobility								Tencin_Honore						Male	?																							
1648	SP	Tencin	http://en.wikipedia.org/wiki/Joseph-François_Duché_de_Vancy		Joseph-François Duché de Vancy	"Duché de Vancy, Joseph-François "	Yes	"playwright, librettist"						Letters_Literary	"Court, Nobility, Elite"	Cultural		Academy of Inscriptions					Tencin_Honore						Male	French	1668-10-29	1668	1704-12-14	1704	Paris	France												51699771	https://viaf.org/viaf/51699771/				
1649	SP	Tencin			Mme de Grôlée	"Grôlée, Mme de"	Yes	aristocrat							"Nobility, Elite"								Tencin_Honore						Female	French																							
1650	SP	Tencin			Jean-Louis de Tencin	"Tencin, Jean-Louis de"	Yes	aristocrat				marquis			"Nobility, Elite"								Tencin_Honore						Male	French																							
1651	SP	Tencin			abbé Veyret	"Veyret, abbé"		"clergy, aumônier de M. l'archevêque d'Embrun"					abbé				Catholic_Clergy						Tencin_Honore						Male	French																							
1652	SP	Tencin			abbé Gaillande (Gayrande)	"Gaillande (Gayrande), abbé"		"clergy, professor at the Sorbonne"					abbé			Education	Catholic_Clergy						Tencin_Honore						Male	French																							
1653	SP	Tencin			Mme d'Augny	"d'Augny, Mme"	Yes	aristocrat							Nobility								"Tencin_Honore, Tencin_Vivienne"						Female	French																							
1654	SP	Tencin			comte de la Mothe	"la Mothe, comte de"	Yes	aristocrat				comte			Nobility								Tencin_Honore						Male	French																							
1655	SP	Tencin			M. Mégret	"Mégret, M."		avocat général de la Cour des Àydes								Legal							Tencin_Honore						Male	French																							
1656	SP	Tencin			abbé de La Motte	"La Motte, abbé de"	Yes	clergyman					abbé				Catholic_Clergy						Tencin_Honore						Male	French																							
1657	SP	Tencin			abbé de Fontenay	"Fontenay, abbé de "	Yes	clergyman					abbé				Catholic_Clergy						Tencin_Honore						Male	French																							
1658	SP	Tencin			M. Dessouillets	"Dessouillets, M. "	Yes	"tax administrator, receveur général des finances de Soissons"							Government								Tencin_Honore						Male	French																							
1659	SP	Tencin			M. le président Ferriol	"Augustin-Antoine de Ferriol, comte d'Argental, président à mortier du tribunal de Metz?"		politician				comte			"Nobility, Government, Elite"								Tencin_Honore						Male	French	1653	1653	1737	1737																			
1660	SP	Tencin			M. le président Tencin	"Antoine Guérin, seigneur de Tencin"		politician				seigneur			"Nobility, Government, Elite"								Tencin_Honore						Male	French	1641	1641	1705	1705	Grenoble	France																	
1661	SP	"Tencin, Quinault"	http://en.wikipedia.org/wiki/Claude_Gros_de_Boze		Claude Gros de Boze	"Boze, Claude Gros de"	Yes	aristocrat						Letters_Antiquarian	"Nobility, Elite"	Cultural		"French Academy, Royal Society, Academy of Inscriptions"					"Tencin_Vivienne, Quinault"						Male	French	1680-01-28	1680	1753-09-10	1753														54186411	https://viaf.org/viaf/54186411/				
1662	SP	Tencin	http://fr.wikipedia.org/wiki/Gabriel_Girard		Gabriel Girard	"Girard, Gabriel"		clergy					abbé	"Letters_Literary, Letters_Philosophical"	Court		Catholic_Clergy	French Academy					Tencin_Vivienne						Male	French	1677	1677	2/4/1748	1748	Montferrand	France	Montferrand	France															
1663	SP	"Tencin, Lambert"	http://en.wikipedia.org/wiki/Jean-Baptiste_de_Mirabaud		Jean-Baptiste de Mirabaud	"Mirabaud, Jean-Baptiste de "	Yes	"writer, academy member"						"Letters_Literary, Letters_Philosophical"	"Nobility, Elite"	Education		French Academy					"Tencin_Vivienne, Lambert_Nevers"						Male	French	1675		1760-06-24		Paris	France	Paris	France										54151582	https://viaf.org/viaf/54151582/				
1664	SP	"Tencin, Lambert"	http://en.wikipedia.org/wiki/Antoine_Houdar_de_la_Motte		Houdard de La Motte	"La Motte, Houdard de"								"Letters_Literary, Letters_Philosophical"	"Nobility, Elite"	Cultural		French Academy					"Tencin_Vivienne, Lambert_Nevers, Sceaux"						Male	French	1/18/1672		12/26/1731		Paris	France	Paris	France										24611020	https://viaf.org/viaf/24611020/				
1665	"EE, CNRS-D, Kafker"	"Voltaire, D'Alembert, Rousseau, Encyclopedistes, Tencin, Graffigny"	http://en.wikipedia.org/wiki/Théodore_Tronchin	tronctheod003361	Théodore Tronchin	"Tronchin, Théodore"		"physician,doctor"						Sciences_Medicine	Elite	Medical		"Académie royale de chirurgie de Paris, Académie des sciences, Royal Swedish Academy of Sciences, Royal Society"					"Tencin, Graffigny_dEnfer"	Yes					Male	Swiss	1709-00-00	1709	1781-00-00	1781	Geneva	Switzerland	Paris	France	 	 	Voltaire	Rousseau	D'Alembert	 	 		http://upload.wikimedia.org/wikipedia/commons/8/8e/DrTheodoreTronchin.jpg	52000852	http://viaf.org/52000852	112	58	170	Tronchin
1666	EE	"Voltaire, Tencin, Epinay, Holbach"	http://en.wikipedia.org/wiki/Bernard-Joseph_Saurin	sauriberna003102	Bernard Joseph Saurin	"Saurin, Bernard Joseph"		"lawyer,academy member,playwright"						Letters_Literary	Elite	"Legal, Artist, Cultural"		French Academy	Yes		Yes		"Tencin, Epinay, Holbach"						Male	French	1706-00-00	1706	11/17/1781	1781	Paris	France	Paris	France	 	 	Voltaire	 	 	 	 		upload.wikimedia.org/wikipedia/commons/thumb/5/52/Bernard-Joseph_Saurin.jpg/300px-Bernard-Joseph_Saurin.jpg	17233244	http://viaf.org/17233244	21	7	28	
